DATE,MORTGAGE30US,FEDFUNDS,GS10,MICH,UNRATE,USREC,CSUSHPISA,MSACSR,GDP
1997-09-19,7.38,5.54,6.21,2.8,4.9,0,85.851,4.2,45616.0
1997-09-26,7.28,5.54,6.21,2.8,4.9,0,85.851,4.2,45616.0
1997-10-03,7.31,5.5,6.03,2.8,4.7,0,86.147,4.3,45862.0
1997-10-10,7.26,5.5,6.03,2.8,4.7,0,86.147,4.3,45862.0
1997-10-17,7.34,5.5,6.03,2.8,4.7,0,86.147,4.3,45862.0
1997-10-24,7.35,5.5,6.03,2.8,4.7,0,86.147,4.3,45862.0
1997-10-31,7.21,5.5,6.03,2.8,4.7,0,86.147,4.3,45862.0
1997-11-07,7.24,5.52,5.88,2.9,4.6,0,86.633,3.9,45862.0
1997-11-14,7.23,5.52,5.88,2.9,4.6,0,86.633,3.9,45862.0
1997-11-21,7.18,5.52,5.88,2.9,4.6,0,86.633,3.9,45862.0
1997-11-28,7.17,5.52,5.88,2.9,4.6,0,86.633,3.9,45862.0
1997-12-05,7.15,5.5,5.81,2.8,4.7,0,87.093,4.4,45862.0
1997-12-12,7.17,5.5,5.81,2.8,4.7,0,87.093,4.4,45862.0
1997-12-19,7.07,5.5,5.81,2.8,4.7,0,87.093,4.4,45862.0
1997-12-26,6.99,5.5,5.81,2.8,4.7,0,87.093,4.4,45862.0
1998-01-02,7.03,5.56,5.54,2.3,4.6,0,87.615,4.0,46204.0
1998-01-09,6.94,5.56,5.54,2.3,4.6,0,87.615,4.0,46204.0
1998-01-16,6.89,5.56,5.54,2.3,4.6,0,87.615,4.0,46204.0
1998-01-23,6.99,5.56,5.54,2.3,4.6,0,87.615,4.0,46204.0
1998-01-30,7.12,5.56,5.54,2.3,4.6,0,87.615,4.0,46204.0
1998-02-06,7.03,5.51,5.57,2.4,4.6,0,88.003,3.9,46204.0
1998-02-13,7.06,5.51,5.57,2.4,4.6,0,88.003,3.9,46204.0
1998-02-20,6.99,5.51,5.57,2.4,4.6,0,88.003,3.9,46204.0
1998-02-28,7.09,5.51,5.57,2.4,4.6,0,88.003,3.9,46204.0
1998-03-06,7.19,5.49,5.65,2.5,4.7,0,88.442,4.1,46204.0
1998-03-13,7.16,5.49,5.65,2.5,4.7,0,88.442,4.1,46204.0
1998-03-20,7.08,5.49,5.65,2.5,4.7,0,88.442,4.1,46204.0
1998-03-27,7.08,5.49,5.65,2.5,4.7,0,88.442,4.1,46204.0
1998-04-03,7.15,5.45,5.64,2.4,4.3,0,88.879,4.0,46504.0
1998-04-10,7.09,5.45,5.64,2.4,4.3,0,88.879,4.0,46504.0
1998-04-17,7.17,5.45,5.64,2.4,4.3,0,88.879,4.0,46504.0
1998-04-24,7.15,5.45,5.64,2.4,4.3,0,88.879,4.0,46504.0
1998-05-01,7.22,5.49,5.65,2.6,4.4,0,89.364,3.9,46504.0
1998-05-08,7.14,5.49,5.65,2.6,4.4,0,89.364,3.9,46504.0
1998-05-15,7.19,5.49,5.65,2.6,4.4,0,89.364,3.9,46504.0
1998-05-22,7.1,5.49,5.65,2.6,4.4,0,89.364,3.9,46504.0
1998-05-29,7.07,5.49,5.65,2.6,4.4,0,89.364,3.9,46504.0
1998-06-05,7.05,5.56,5.5,2.7,4.5,0,89.845,3.8,46504.0
1998-06-12,7.04,5.56,5.5,2.7,4.5,0,89.845,3.8,46504.0
1998-06-19,6.94,5.56,5.5,2.7,4.5,0,89.845,3.8,46504.0
1998-06-26,6.96,5.56,5.5,2.7,4.5,0,89.845,3.8,46504.0
1998-07-03,6.98,5.54,5.46,2.6,4.5,0,90.31,4.0,46943.0
1998-07-10,6.91,5.54,5.46,2.6,4.5,0,90.31,4.0,46943.0
1998-07-17,6.94,5.54,5.46,2.6,4.5,0,90.31,4.0,46943.0
1998-07-24,6.96,5.54,5.46,2.6,4.5,0,90.31,4.0,46943.0
1998-07-31,6.97,5.54,5.46,2.6,4.5,0,90.31,4.0,46943.0
1998-08-07,6.94,5.55,5.34,2.4,4.5,0,90.786,4.1,46943.0
1998-08-14,6.91,5.55,5.34,2.4,4.5,0,90.786,4.1,46943.0
1998-08-21,6.92,5.55,5.34,2.4,4.5,0,90.786,4.1,46943.0
1998-08-28,6.92,5.55,5.34,2.4,4.5,0,90.786,4.1,46943.0
1998-09-04,6.82,5.51,4.81,2.3,4.6,0,91.259,4.1,46943.0
1998-09-11,6.77,5.51,4.81,2.3,4.6,0,91.259,4.1,46943.0
1998-09-18,6.66,5.51,4.81,2.3,4.6,0,91.259,4.1,46943.0
1998-09-25,6.64,5.51,4.81,2.3,4.6,0,91.259,4.1,46943.0
1998-10-02,6.6,5.07,4.53,2.5,4.5,0,91.717,4.0,47555.0
1998-10-09,6.49,5.07,4.53,2.5,4.5,0,91.717,4.0,47555.0
1998-10-16,6.9,5.07,4.53,2.5,4.5,0,91.717,4.0,47555.0
1998-10-23,6.73,5.07,4.53,2.5,4.5,0,91.717,4.0,47555.0
1998-10-30,6.83,5.07,4.53,2.5,4.5,0,91.717,4.0,47555.0
1998-11-06,6.89,4.83,4.83,2.3,4.4,0,92.2,3.5,47555.0
1998-11-13,6.93,4.83,4.83,2.3,4.4,0,92.2,3.5,47555.0
1998-11-20,6.86,4.83,4.83,2.3,4.4,0,92.2,3.5,47555.0
1998-11-27,6.78,4.83,4.83,2.3,4.4,0,92.2,3.5,47555.0
1998-12-04,6.71,4.68,4.65,2.5,4.4,0,92.713,3.8,47555.0
1998-12-11,6.69,4.68,4.65,2.5,4.4,0,92.713,3.8,47555.0
1998-12-18,6.69,4.68,4.65,2.5,4.4,0,92.713,3.8,47555.0
1998-12-25,6.77,4.68,4.65,2.5,4.4,0,92.713,3.8,47555.0
1998-12-31,6.83,4.68,4.65,2.5,4.4,0,92.713,3.8,47555.0
1999-01-08,6.79,4.63,4.72,2.7,4.3,0,93.208,3.9,47880.0
1999-01-15,6.83,4.63,4.72,2.7,4.3,0,93.208,3.9,47880.0
1999-01-22,6.78,4.63,4.72,2.7,4.3,0,93.208,3.9,47880.0
1999-01-29,6.74,4.63,4.72,2.7,4.3,0,93.208,3.9,47880.0
1999-02-05,6.75,4.76,5.0,2.5,4.4,0,93.672,4.0,47880.0
1999-02-12,6.77,4.76,5.0,2.5,4.4,0,93.672,4.0,47880.0
1999-02-19,6.82,4.76,5.0,2.5,4.4,0,93.672,4.0,47880.0
1999-02-26,6.89,4.76,5.0,2.5,4.4,0,93.672,4.0,47880.0
1999-03-05,7.06,4.81,5.23,2.7,4.2,0,94.217,4.1,47880.0
1999-03-12,7.11,4.81,5.23,2.7,4.2,0,94.217,4.1,47880.0
1999-03-19,7.01,4.81,5.23,2.7,4.2,0,94.217,4.1,47880.0
1999-03-26,6.98,4.81,5.23,2.7,4.2,0,94.217,4.1,47880.0
1999-04-02,6.98,4.74,5.18,2.7,4.3,0,94.785,3.9,48148.0
1999-04-09,6.92,4.74,5.18,2.7,4.3,0,94.785,3.9,48148.0
1999-04-16,6.87,4.74,5.18,2.7,4.3,0,94.785,3.9,48148.0
1999-04-23,6.88,4.74,5.18,2.7,4.3,0,94.785,3.9,48148.0
1999-04-30,6.93,4.74,5.18,2.7,4.3,0,94.785,3.9,48148.0
1999-05-07,7.02,4.74,5.54,2.8,4.2,0,95.344,4.0,48148.0
1999-05-14,7.1,4.74,5.54,2.8,4.2,0,95.344,4.0,48148.0
1999-05-21,7.23,4.74,5.54,2.8,4.2,0,95.344,4.0,48148.0
1999-05-28,7.23,4.74,5.54,2.8,4.2,0,95.344,4.0,48148.0
1999-06-04,7.41,4.76,5.9,2.5,4.3,0,95.975,3.9,48148.0
1999-06-11,7.51,4.76,5.9,2.5,4.3,0,95.975,3.9,48148.0
1999-06-18,7.65,4.76,5.9,2.5,4.3,0,95.975,3.9,48148.0
1999-06-25,7.63,4.76,5.9,2.5,4.3,0,95.975,3.9,48148.0
1999-07-02,7.71,4.99,5.79,2.7,4.3,0,96.592,4.0,48632.0
1999-07-09,7.65,4.99,5.79,2.7,4.3,0,96.592,4.0,48632.0
1999-07-16,7.58,4.99,5.79,2.7,4.3,0,96.592,4.0,48632.0
1999-07-23,7.52,4.99,5.79,2.7,4.3,0,96.592,4.0,48632.0
1999-07-30,7.7,4.99,5.79,2.7,4.3,0,96.592,4.0,48632.0
1999-08-06,7.89,5.07,5.94,2.8,4.2,0,97.219,4.0,48632.0
1999-08-13,8.15,5.07,5.94,2.8,4.2,0,97.219,4.0,48632.0
1999-08-20,7.93,5.07,5.94,2.8,4.2,0,97.219,4.0,48632.0
1999-08-27,7.8,5.07,5.94,2.8,4.2,0,97.219,4.0,48632.0
1999-09-03,7.83,5.22,5.92,2.7,4.2,0,97.863,4.5,48632.0
1999-09-10,7.88,5.22,5.92,2.7,4.2,0,97.863,4.5,48632.0
1999-09-17,7.82,5.22,5.92,2.7,4.2,0,97.863,4.5,48632.0
1999-09-24,7.76,5.22,5.92,2.7,4.2,0,97.863,4.5,48632.0
1999-10-01,7.7,5.2,6.11,2.9,4.1,0,98.523,4.2,49281.0
1999-10-08,7.82,5.2,6.11,2.9,4.1,0,98.523,4.2,49281.0
1999-10-15,7.85,5.2,6.11,2.9,4.1,0,98.523,4.2,49281.0
1999-10-22,7.93,5.2,6.11,2.9,4.1,0,98.523,4.2,49281.0
1999-10-29,7.96,5.2,6.11,2.9,4.1,0,98.523,4.2,49281.0
1999-11-05,7.84,5.42,6.03,2.9,4.1,0,99.154,4.3,49281.0
1999-11-12,7.67,5.42,6.03,2.9,4.1,0,99.154,4.3,49281.0
1999-11-19,7.69,5.42,6.03,2.9,4.1,0,99.154,4.3,49281.0
1999-11-26,7.75,5.42,6.03,2.9,4.1,0,99.154,4.3,49281.0
1999-12-03,7.84,5.3,6.28,3.0,4.0,0,99.844,4.3,49281.0
1999-12-10,7.84,5.3,6.28,3.0,4.0,0,99.844,4.3,49281.0
1999-12-17,7.86,5.3,6.28,3.0,4.0,0,99.844,4.3,49281.0
1999-12-24,7.96,5.3,6.28,3.0,4.0,0,99.844,4.3,49281.0
1999-12-31,8.06,5.3,6.28,3.0,4.0,0,99.844,4.3,49281.0
2000-01-07,8.15,5.45,6.66,3.0,4.0,0,100.552,4.3,49335.0
2000-01-14,8.18,5.45,6.66,3.0,4.0,0,100.552,4.3,49335.0
2000-01-21,8.26,5.45,6.66,3.0,4.0,0,100.552,4.3,49335.0
2000-01-28,8.25,5.45,6.66,3.0,4.0,0,100.552,4.3,49335.0
2000-02-04,8.25,5.73,6.52,2.9,4.1,0,101.339,4.3,49335.0
2000-02-11,8.36,5.73,6.52,2.9,4.1,0,101.339,4.3,49335.0
2000-02-18,8.38,5.73,6.52,2.9,4.1,0,101.339,4.3,49335.0
2000-02-25,8.31,5.73,6.52,2.9,4.1,0,101.339,4.3,49335.0
2000-03-03,8.27,5.85,6.26,3.2,4.0,0,102.126,4.3,49335.0
2000-03-10,8.23,5.85,6.26,3.2,4.0,0,102.126,4.3,49335.0
2000-03-17,8.24,5.85,6.26,3.2,4.0,0,102.126,4.3,49335.0
2000-03-24,8.23,5.85,6.26,3.2,4.0,0,102.126,4.3,49335.0
2000-03-31,8.23,5.85,6.26,3.2,4.0,0,102.126,4.3,49335.0
2000-04-07,8.2,6.02,5.99,3.2,3.8,0,102.922,4.4,50109.0
2000-04-14,8.12,6.02,5.99,3.2,3.8,0,102.922,4.4,50109.0
2000-04-21,8.16,6.02,5.99,3.2,3.8,0,102.922,4.4,50109.0
2000-04-28,8.13,6.02,5.99,3.2,3.8,0,102.922,4.4,50109.0
2000-05-05,8.28,6.27,6.44,3.0,4.0,0,103.678,4.4,50109.0
2000-05-12,8.52,6.27,6.44,3.0,4.0,0,103.678,4.4,50109.0
2000-05-19,8.64,6.27,6.44,3.0,4.0,0,103.678,4.4,50109.0
2000-05-26,8.62,6.27,6.44,3.0,4.0,0,103.678,4.4,50109.0
2000-06-02,8.54,6.53,6.1,2.9,4.0,0,104.424,4.8,50109.0
2000-06-09,8.32,6.53,6.1,2.9,4.0,0,104.424,4.8,50109.0
2000-06-16,8.22,6.53,6.1,2.9,4.0,0,104.424,4.8,50109.0
2000-06-23,8.14,6.53,6.1,2.9,4.0,0,104.424,4.8,50109.0
2000-06-30,8.22,6.53,6.1,2.9,4.0,0,104.424,4.8,50109.0
2000-07-07,8.16,6.54,6.05,3.0,4.0,0,105.054,4.1,50024.0
2000-07-14,8.09,6.54,6.05,3.0,4.0,0,105.054,4.1,50024.0
2000-07-21,8.21,6.54,6.05,3.0,4.0,0,105.054,4.1,50024.0
2000-07-28,8.13,6.54,6.05,3.0,4.0,0,105.054,4.1,50024.0
2000-08-04,8.12,6.5,5.83,2.7,4.1,0,105.768,4.4,50024.0
2000-08-11,8.04,6.5,5.83,2.7,4.1,0,105.768,4.4,50024.0
2000-08-18,7.96,6.5,5.83,2.7,4.1,0,105.768,4.4,50024.0
2000-08-25,7.99,6.5,5.83,2.7,4.1,0,105.768,4.4,50024.0
2000-09-01,7.96,6.52,5.8,2.9,3.9,0,106.537,4.0,50024.0
2000-09-08,7.94,6.52,5.8,2.9,3.9,0,106.537,4.0,50024.0
2000-09-15,7.88,6.52,5.8,2.9,3.9,0,106.537,4.0,50024.0
2000-09-22,7.9,6.52,5.8,2.9,3.9,0,106.537,4.0,50024.0
2000-09-29,7.88,6.52,5.8,2.9,3.9,0,106.537,4.0,50024.0
2000-10-06,7.83,6.51,5.74,3.2,3.9,0,107.382,4.0,50190.0
2000-10-13,7.84,6.51,5.74,3.2,3.9,0,107.382,4.0,50190.0
2000-10-20,7.83,6.51,5.74,3.2,3.9,0,107.382,4.0,50190.0
2000-10-27,7.68,6.51,5.74,3.2,3.9,0,107.382,4.0,50190.0
2000-11-03,7.73,6.51,5.72,2.9,3.9,0,108.301,4.2,50190.0
2000-11-10,7.79,6.51,5.72,2.9,3.9,0,108.301,4.2,50190.0
2000-11-17,7.73,6.51,5.72,2.9,3.9,0,108.301,4.2,50190.0
2000-11-24,7.73,6.51,5.72,2.9,3.9,0,108.301,4.2,50190.0
2000-12-01,7.65,6.4,5.24,2.8,3.9,0,109.14,3.6,50190.0
2000-12-08,7.54,6.4,5.24,2.8,3.9,0,109.14,3.6,50190.0
2000-12-15,7.42,6.4,5.24,2.8,3.9,0,109.14,3.6,50190.0
2000-12-22,7.17,6.4,5.24,2.8,3.9,0,109.14,3.6,50190.0
2000-12-29,7.13,6.4,5.24,2.8,3.9,0,109.14,3.6,50190.0
2001-01-05,7.07,5.98,5.16,3.0,4.2,0,109.846,3.8,49911.0
2001-01-12,6.89,5.98,5.16,3.0,4.2,0,109.846,3.8,49911.0
2001-01-19,7.02,5.98,5.16,3.0,4.2,0,109.846,3.8,49911.0
2001-01-26,7.15,5.98,5.16,3.0,4.2,0,109.846,3.8,49911.0
2001-02-02,7.09,5.49,5.1,2.8,4.2,0,110.501,3.7,49911.0
2001-02-09,6.98,5.49,5.1,2.8,4.2,0,110.501,3.7,49911.0
2001-02-16,7.01,5.49,5.1,2.8,4.2,0,110.501,3.7,49911.0
2001-02-23,7.12,5.49,5.1,2.8,4.2,0,110.501,3.7,49911.0
2001-03-02,7.03,5.31,4.89,2.8,4.3,0,111.109,3.8,49911.0
2001-03-09,6.97,5.31,4.89,2.8,4.3,0,111.109,3.8,49911.0
2001-03-16,6.96,5.31,4.89,2.8,4.3,0,111.109,3.8,49911.0
2001-03-23,6.89,5.31,4.89,2.8,4.3,0,111.109,3.8,49911.0
2001-03-30,6.91,5.31,4.89,2.8,4.3,0,111.109,3.8,49911.0
2001-04-06,7.01,4.8,5.14,3.1,4.4,1,111.651,3.9,50105.0
2001-04-13,7.04,4.8,5.14,3.1,4.4,1,111.651,3.9,50105.0
2001-04-20,7.14,4.8,5.14,3.1,4.4,1,111.651,3.9,50105.0
2001-04-27,7.12,4.8,5.14,3.1,4.4,1,111.651,3.9,50105.0
2001-05-04,7.14,4.21,5.39,3.2,4.3,1,112.163,4.0,50105.0
2001-05-11,7.1,4.21,5.39,3.2,4.3,1,112.163,4.0,50105.0
2001-05-18,7.14,4.21,5.39,3.2,4.3,1,112.163,4.0,50105.0
2001-05-25,7.2,4.21,5.39,3.2,4.3,1,112.163,4.0,50105.0
2001-06-01,7.24,3.97,5.28,3.0,4.5,1,112.796,4.2,50105.0
2001-06-08,7.2,3.97,5.28,3.0,4.5,1,112.796,4.2,50105.0
2001-06-15,7.14,3.97,5.28,3.0,4.5,1,112.796,4.2,50105.0
2001-06-22,7.11,3.97,5.28,3.0,4.5,1,112.796,4.2,50105.0
2001-06-29,7.11,3.97,5.28,3.0,4.5,1,112.796,4.2,50105.0
2001-07-06,7.19,3.77,5.24,2.6,4.6,1,113.491,4.2,49774.0
2001-07-13,7.21,3.77,5.24,2.6,4.6,1,113.491,4.2,49774.0
2001-07-20,7.08,3.77,5.24,2.6,4.6,1,113.491,4.2,49774.0
2001-07-27,7.03,3.77,5.24,2.6,4.6,1,113.491,4.2,49774.0
2001-08-03,7.0,3.65,4.97,2.7,4.9,1,114.167,4.4,49774.0
2001-08-10,7.0,3.65,4.97,2.7,4.9,1,114.167,4.4,49774.0
2001-08-17,6.92,3.65,4.97,2.7,4.9,1,114.167,4.4,49774.0
2001-08-24,6.91,3.65,4.97,2.7,4.9,1,114.167,4.4,49774.0
2001-08-31,6.92,3.65,4.97,2.7,4.9,1,114.167,4.4,49774.0
2001-09-07,6.89,3.07,4.73,2.8,5.0,1,114.812,4.4,49774.0
2001-09-14,6.86,3.07,4.73,2.8,5.0,1,114.812,4.4,49774.0
2001-09-21,6.8,3.07,4.73,2.8,5.0,1,114.812,4.4,49774.0
2001-09-28,6.72,3.07,4.73,2.8,5.0,1,114.812,4.4,49774.0
2001-10-05,6.64,2.49,4.57,1.0,5.3,1,115.31,4.3,49783.0
2001-10-12,6.58,2.49,4.57,1.0,5.3,1,115.31,4.3,49783.0
2001-10-19,6.61,2.49,4.57,1.0,5.3,1,115.31,4.3,49783.0
2001-10-26,6.64,2.49,4.57,1.0,5.3,1,115.31,4.3,49783.0
2001-11-02,6.56,2.09,4.65,0.4,5.5,1,115.856,4.1,49783.0
2001-11-09,6.45,2.09,4.65,0.4,5.5,1,115.856,4.1,49783.0
2001-11-16,6.51,2.09,4.65,0.4,5.5,1,115.856,4.1,49783.0
2001-11-23,6.75,2.09,4.65,0.4,5.5,1,115.856,4.1,49783.0
2001-11-30,7.02,2.09,4.65,0.4,5.5,1,115.856,4.1,49783.0
2001-12-07,6.84,1.82,5.09,1.8,5.7,0,116.454,3.8,49783.0
2001-12-14,7.09,1.82,5.09,1.8,5.7,0,116.454,3.8,49783.0
2001-12-21,7.17,1.82,5.09,1.8,5.7,0,116.454,3.8,49783.0
2001-12-28,7.16,1.82,5.09,1.8,5.7,0,116.454,3.8,49783.0
2002-01-04,7.14,1.73,5.04,1.9,5.7,0,117.143,4.2,50091.0
2002-01-11,7.06,1.73,5.04,1.9,5.7,0,117.143,4.2,50091.0
2002-01-18,6.83,1.73,5.04,1.9,5.7,0,117.143,4.2,50091.0
2002-01-25,6.96,1.73,5.04,1.9,5.7,0,117.143,4.2,50091.0
2002-02-01,7.02,1.74,4.91,2.1,5.7,0,117.844,4.0,50091.0
2002-02-08,6.88,1.74,4.91,2.1,5.7,0,117.844,4.0,50091.0
2002-02-15,6.86,1.74,4.91,2.1,5.7,0,117.844,4.0,50091.0
2002-02-22,6.81,1.74,4.91,2.1,5.7,0,117.844,4.0,50091.0
2002-03-01,6.8,1.73,5.28,2.7,5.7,0,118.687,4.1,50091.0
2002-03-08,6.87,1.73,5.28,2.7,5.7,0,118.687,4.1,50091.0
2002-03-15,7.08,1.73,5.28,2.7,5.7,0,118.687,4.1,50091.0
2002-03-22,7.14,1.73,5.28,2.7,5.7,0,118.687,4.1,50091.0
2002-03-29,7.18,1.73,5.28,2.7,5.7,0,118.687,4.1,50091.0
2002-04-05,7.13,1.75,5.21,2.8,5.9,0,119.61,4.3,50286.0
2002-04-12,6.99,1.75,5.21,2.8,5.9,0,119.61,4.3,50286.0
2002-04-19,6.94,1.75,5.21,2.8,5.9,0,119.61,4.3,50286.0
2002-04-26,6.88,1.75,5.21,2.8,5.9,0,119.61,4.3,50286.0
2002-05-03,6.78,1.75,5.16,2.7,5.8,0,120.724,4.0,50286.0
2002-05-10,6.79,1.75,5.16,2.7,5.8,0,120.724,4.0,50286.0
2002-05-17,6.89,1.75,5.16,2.7,5.8,0,120.724,4.0,50286.0
2002-05-24,6.81,1.75,5.16,2.7,5.8,0,120.724,4.0,50286.0
2002-05-31,6.76,1.75,5.16,2.7,5.8,0,120.724,4.0,50286.0
2002-06-07,6.71,1.75,4.93,2.7,5.8,0,121.813,4.2,50286.0
2002-06-14,6.71,1.75,4.93,2.7,5.8,0,121.813,4.2,50286.0
2002-06-21,6.63,1.75,4.93,2.7,5.8,0,121.813,4.2,50286.0
2002-06-28,6.55,1.75,4.93,2.7,5.8,0,121.813,4.2,50286.0
2002-07-05,6.57,1.73,4.65,2.6,5.8,0,122.888,4.2,50362.0
2002-07-12,6.54,1.73,4.65,2.6,5.8,0,122.888,4.2,50362.0
2002-07-19,6.49,1.73,4.65,2.6,5.8,0,122.888,4.2,50362.0
2002-07-26,6.34,1.73,4.65,2.6,5.8,0,122.888,4.2,50362.0
2002-08-02,6.43,1.74,4.26,2.6,5.7,0,123.831,4.0,50362.0
2002-08-09,6.31,1.74,4.26,2.6,5.7,0,123.831,4.0,50362.0
2002-08-16,6.22,1.74,4.26,2.6,5.7,0,123.831,4.0,50362.0
2002-08-23,6.27,1.74,4.26,2.6,5.7,0,123.831,4.0,50362.0
2002-08-30,6.22,1.74,4.26,2.6,5.7,0,123.831,4.0,50362.0
2002-09-06,6.15,1.75,3.87,2.5,5.7,0,124.78,3.9,50362.0
2002-09-13,6.18,1.75,3.87,2.5,5.7,0,124.78,3.9,50362.0
2002-09-20,6.05,1.75,3.87,2.5,5.7,0,124.78,3.9,50362.0
2002-09-27,5.99,1.75,3.87,2.5,5.7,0,124.78,3.9,50362.0
2002-10-04,6.01,1.75,3.94,2.5,5.7,0,125.734,4.0,50302.0
2002-10-11,5.98,1.75,3.94,2.5,5.7,0,125.734,4.0,50302.0
2002-10-18,6.15,1.75,3.94,2.5,5.7,0,125.734,4.0,50302.0
2002-10-25,6.31,1.75,3.94,2.5,5.7,0,125.734,4.0,50302.0
2002-11-01,6.13,1.34,4.05,2.4,5.9,0,126.669,4.0,50302.0
2002-11-08,6.11,1.34,4.05,2.4,5.9,0,126.669,4.0,50302.0
2002-11-15,5.94,1.34,4.05,2.4,5.9,0,126.669,4.0,50302.0
2002-11-22,6.03,1.34,4.05,2.4,5.9,0,126.669,4.0,50302.0
2002-11-29,6.13,1.34,4.05,2.4,5.9,0,126.669,4.0,50302.0
2002-12-06,6.19,1.24,4.03,2.5,6.0,0,127.624,4.0,50302.0
2002-12-13,6.04,1.24,4.03,2.5,6.0,0,127.624,4.0,50302.0
2002-12-20,6.03,1.24,4.03,2.5,6.0,0,127.624,4.0,50302.0
2002-12-27,5.93,1.24,4.03,2.5,6.0,0,127.624,4.0,50302.0
2003-01-03,5.85,1.24,4.05,2.5,5.8,0,128.461,4.0,50462.0
2003-01-10,5.95,1.24,4.05,2.5,5.8,0,128.461,4.0,50462.0
2003-01-17,5.97,1.24,4.05,2.5,5.8,0,128.461,4.0,50462.0
2003-01-24,5.91,1.24,4.05,2.5,5.8,0,128.461,4.0,50462.0
2003-01-31,5.9,1.24,4.05,2.5,5.8,0,128.461,4.0,50462.0
2003-02-07,5.88,1.26,3.9,2.7,5.9,0,129.356,4.5,50462.0
2003-02-14,5.86,1.26,3.9,2.7,5.9,0,129.356,4.5,50462.0
2003-02-21,5.84,1.26,3.9,2.7,5.9,0,129.356,4.5,50462.0
2003-02-28,5.79,1.26,3.9,2.7,5.9,0,129.356,4.5,50462.0
2003-03-07,5.67,1.25,3.81,3.1,5.9,0,130.148,4.1,50462.0
2003-03-14,5.61,1.25,3.81,3.1,5.9,0,130.148,4.1,50462.0
2003-03-21,5.79,1.25,3.81,3.1,5.9,0,130.148,4.1,50462.0
2003-03-28,5.91,1.25,3.81,3.1,5.9,0,130.148,4.1,50462.0
2003-04-04,5.79,1.26,3.96,2.4,6.0,0,130.884,4.1,50796.0
2003-04-11,5.85,1.26,3.96,2.4,6.0,0,130.884,4.1,50796.0
2003-04-18,5.82,1.26,3.96,2.4,6.0,0,130.884,4.1,50796.0
2003-04-25,5.79,1.26,3.96,2.4,6.0,0,130.884,4.1,50796.0
2003-05-02,5.7,1.26,3.57,2.0,6.1,0,131.734,3.9,50796.0
2003-05-09,5.62,1.26,3.57,2.0,6.1,0,131.734,3.9,50796.0
2003-05-16,5.45,1.26,3.57,2.0,6.1,0,131.734,3.9,50796.0
2003-05-23,5.34,1.26,3.57,2.0,6.1,0,131.734,3.9,50796.0
2003-05-30,5.31,1.26,3.57,2.0,6.1,0,131.734,3.9,50796.0
2003-06-06,5.26,1.22,3.33,2.1,6.3,0,132.649,3.5,50796.0
2003-06-13,5.21,1.22,3.33,2.1,6.3,0,132.649,3.5,50796.0
2003-06-20,5.21,1.22,3.33,2.1,6.3,0,132.649,3.5,50796.0
2003-06-27,5.24,1.22,3.33,2.1,6.3,0,132.649,3.5,50796.0
2003-07-04,5.4,1.01,3.98,1.7,6.2,0,133.777,3.6,51512.0
2003-07-11,5.52,1.01,3.98,1.7,6.2,0,133.777,3.6,51512.0
2003-07-18,5.67,1.01,3.98,1.7,6.2,0,133.777,3.6,51512.0
2003-07-25,5.94,1.01,3.98,1.7,6.2,0,133.777,3.6,51512.0
2003-08-01,6.14,1.03,4.45,2.5,6.1,0,134.969,3.5,51512.0
2003-08-08,6.34,1.03,4.45,2.5,6.1,0,134.969,3.5,51512.0
2003-08-15,6.24,1.03,4.45,2.5,6.1,0,134.969,3.5,51512.0
2003-08-22,6.28,1.03,4.45,2.5,6.1,0,134.969,3.5,51512.0
2003-08-29,6.32,1.03,4.45,2.5,6.1,0,134.969,3.5,51512.0
2003-09-05,6.44,1.01,4.27,2.8,6.1,0,136.294,3.8,51512.0
2003-09-12,6.16,1.01,4.27,2.8,6.1,0,136.294,3.8,51512.0
2003-09-19,6.01,1.01,4.27,2.8,6.1,0,136.294,3.8,51512.0
2003-09-26,5.98,1.01,4.27,2.8,6.1,0,136.294,3.8,51512.0
2003-10-03,5.77,1.01,4.29,2.6,6.0,0,137.532,3.8,51986.0
2003-10-10,5.95,1.01,4.29,2.6,6.0,0,137.532,3.8,51986.0
2003-10-17,6.05,1.01,4.29,2.6,6.0,0,137.532,3.8,51986.0
2003-10-24,6.05,1.01,4.29,2.6,6.0,0,137.532,3.8,51986.0
2003-10-31,5.94,1.01,4.29,2.6,6.0,0,137.532,3.8,51986.0
2003-11-07,5.98,1.0,4.3,2.7,5.8,0,138.794,4.1,51986.0
2003-11-14,6.03,1.0,4.3,2.7,5.8,0,138.794,4.1,51986.0
2003-11-21,5.83,1.0,4.3,2.7,5.8,0,138.794,4.1,51986.0
2003-11-28,5.89,1.0,4.3,2.7,5.8,0,138.794,4.1,51986.0
2003-12-05,6.02,0.98,4.27,2.6,5.7,0,140.18,4.0,51986.0
2003-12-12,5.88,0.98,4.27,2.6,5.7,0,140.18,4.0,51986.0
2003-12-19,5.82,0.98,4.27,2.6,5.7,0,140.18,4.0,51986.0
2003-12-26,5.81,0.98,4.27,2.6,5.7,0,140.18,4.0,51986.0
2003-12-31,5.85,0.98,4.27,2.6,5.7,0,140.18,4.0,51986.0
2004-01-08,5.87,1.0,4.15,2.7,5.7,0,141.646,3.8,52179.0
2004-01-15,5.66,1.0,4.15,2.7,5.7,0,141.646,3.8,52179.0
